Month,Product,Size,Forecasted_Sales,Lower_Bound,Upper_Bound
2025-10-01,ALF Jnr Blouse,26,1.1134913936038873,0.6005634059417302,1.5859470086310143
2025-11-01,ALF Jnr Blouse,26,0.0,0.0,0.4088480761194645
2025-06-01,ALF Jnr Blouse,28,0.0,0.0,0.3217894204716053
2025-07-01,ALF Jnr Blouse,28,0.49849748939590877,0.062434547141315216,0.9254501792276421
2025-08-01,ALF Jnr Blouse,28,0.0,0.0,0.33231222088622103
2025-09-01,ALF Jnr Blouse,28,0.011467687526119652,0.0,0.4205034864108232
2025-10-01,ALF Jnr Blouse,28,0.09884518666195174,0.0,0.48026291368178997
2025-11-01,ALF Jnr Blouse,28,0.19209245896107857,0.0,0.5819570492005676
2025-06-01,ALF Jnr Blouse,30,0.21361107748569788,0.0,0.49177214385585627
2025-07-01,ALF Jnr Blouse,30,0.21291631902408242,0.0,0.5108131443374254
2025-08-01,ALF Jnr Blouse,30,0.2022809377507449,0.0,0.4994266132037967
2025-09-01,ALF Jnr Blouse,30,0.18811926675780638,0.0,0.4452030559389673
2025-10-01,ALF Jnr Blouse,30,0.17005770323354338,0.0,0.43473031340752877
2025-11-01,ALF Jnr Blouse,30,0.15349762871865402,0.0,0.45193368987171034
2025-06-01,ALF Jnr Blouse,6,2.0776412271728075,1.0623636002102874,3.2050045484208693
2025-07-01,ALF Jnr Blouse,6,1.3441006100430641,0.15412857597821578,2.4275143265697237
2025-08-01,ALF Jnr Blouse,6,1.660387335577279,0.5365501003096153,2.813232093334625
2025-09-01,ALF Jnr Blouse,6,1.0707422874360166,0.0,2.2749991980115336
2025-10-01,ALF Jnr Blouse,6,1.4321661476116323,0.268572787976138,2.5937228163145734
2025-11-01,ALF Jnr Blouse,6,2.3635097428700953,1.1272188991055132,3.404030058318807
2025-06-01,ALF Jnr Blouse,8,2.852892189276428,0.04934187265472889,5.623312102675436
2025-07-01,ALF Jnr Blouse,8,2.0757903819690675,0.0,4.850849166459114
2025-08-01,ALF Jnr Blouse,8,3.5872690646899423,0.6813647056115179,6.378758002931553
2025-09-01,ALF Jnr Blouse,8,2.246097378799021,0.0,5.175203233420991
2025-10-01,ALF Jnr Blouse,8,3.051188443897598,0.218366409135722,5.841129545262195
2025-11-01,ALF Jnr Blouse,8,1.8073664942336132,0.0,4.690577798724602
2025-06-01,ALF Jnr Shirt,10,0.0,0.0,1.466778621670586
2025-07-01,ALF Jnr Shirt,10,0.7272917141220512,0.0,2.2432626313489856
2025-08-01,ALF Jnr Shirt,10,0.4600937251125885,0.0,2.011310490209164
2025-09-01,ALF Jnr Shirt,10,0.7263259840448042,0.0,2.258319834725952
2025-10-01,ALF Jnr Shirt,10,1.0391817901597455,0.0,2.5708456837422458
2025-11-01,ALF Jnr Shirt,10,0.3908276138546152,0.0,1.8150090661758078
2025-06-01,ALF Jnr Shirt,12,0.2810827815596588,0.0,1.7160795444360402
2025-07-01,ALF Jnr Shirt,12,2.6946014730726935,1.1741986365315031,4.128801235890046
2025-08-01,ALF Jnr Shirt,12,1.1609088740400566,0.0,2.6439005299163183
2025-09-01,ALF Jnr Shirt,12,0.8030002373682135,0.0,2.1323161972105513
2025-10-01,ALF Jnr Shirt,12,1.4139314290251468,0.0,2.9159090533790573
2025-11-01,ALF Jnr Shirt,12,1.228729250423164,0.0,2.642447753204835
2025-06-01,ALF Jnr Shirt,14,2.597907787195977,0.0,6.762900931073009
2025-07-01,ALF Jnr Shirt,14,3.7358238306564475,0.0,7.934160951919812
2025-08-01,ALF Jnr Shirt,14,4.372402019705524,0.2224108460243224,8.418746157000863
2025-09-01,ALF Jnr Shirt,14,3.4505038831484858,0.0,7.580734825506922
2025-10-01,ALF Jnr Shirt,14,2.1506964638493162,0.0,6.2688725390475515
2025-11-01,ALF Jnr Shirt,14,1.796463578144074,0.0,5.661057477197731
2025-06-01,ALF Jnr Shirt,2XL,0.0,0.0,0.5246090965912301
2025-07-01,ALF Jnr Shirt,2XL,0.0,0.0,0.7047612596645924
2025-08-01,ALF Jnr Shirt,2XL,0.0,0.0,0.8102836644882132
2025-09-01,ALF Jnr Shirt,2XL,0.0,0.0,0.8003853266358756
2025-10-01,ALF Jnr Shirt,2XL,0.0,0.0,1.4421904291151322
2025-11-01,ALF Jnr Shirt,2XL,1.159901935994779,0.0,2.7962545217956465
2025-06-01,ALF Jnr Shirt,3XL,0.0,0.0,0.2945669758478779
2025-07-01,ALF Jnr Shirt,3XL,0.0,0.0,0.6926998411387844
2025-08-01,ALF Jnr Shirt,3XL,0.0,0.0,0.05308975733449953
2025-09-01,ALF Jnr Shirt,3XL,0.0,0.0,2.008903557679639
2025-10-01,ALF Jnr Shirt,3XL,0.0,0.0,0.3622681215013495
2025-11-01,ALF Jnr Shirt,3XL,0.0,0.0,1.49431106860363
2025-06-01,ALF Jnr Shirt,4XL,0.21285400542991162,0.0,1.2024011823347243
2025-07-01,ALF Jnr Shirt,4XL,0.25280663537111636,0.0,1.2980732130641706
2025-08-01,ALF Jnr Shirt,4XL,0.3812092267834618,0.0,1.4159937215935507
2025-09-01,ALF Jnr Shirt,4XL,0.18149022826881334,0.0,1.2630069829397443
2025-10-01,ALF Jnr Shirt,4XL,0.3714077554130347,0.0,1.4521593304202058
2025-11-01,ALF Jnr Shirt,4XL,0.0,0.0,1.0419622282560819
2025-06-01,ALF Jnr Shirt,5XL,0.0,0.0,0.9275665069199316
2025-07-01,ALF Jnr Shirt,5XL,0.0,0.0,0.8838254203303576
2025-08-01,ALF Jnr Shirt,5XL,0.1415107337885031,0.0,1.1526568448790346
2025-09-01,ALF Jnr Shirt,5XL,0.0,0.0,0.7439215272943255
2025-10-01,ALF Jnr Shirt,5XL,0.0,0.0,0.9362552044261108
2025-11-01,ALF Jnr Shirt,5XL,0.0,0.0,0.8066696593339959
2025-06-01,ALF Jnr Shirt,6XL,0.0,0.0,0.34002347566161434
2025-07-01,ALF Jnr Shirt,6XL,0.0,0.0,0.011417968523418738
2025-08-01,ALF Jnr Shirt,6XL,0.0,0.0,0.2732423284312318
2025-09-01,ALF Jnr Shirt,6XL,0.0,0.0,0.1572525011237536
2025-10-01,ALF Jnr Shirt,6XL,0.0,0.0,0.24654851590323656
2025-11-01,ALF Jnr Shirt,6XL,0.0,0.0,0.13387818688753084
2025-06-01,ALF Jnr Shirt,7XL,0.30312017602150476,0.04007630621380229,0.554473584323464
2025-07-01,ALF Jnr Shirt,7XL,0.31260743913265576,0.050248555018017706,0.56885943454964
