Product,Size,MAE,RMSE,Baseline_MAE,Holdout_Mean_Sales
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),24,1.0028055715728699,1.3602421100845905,0.3333333333333333,0.3333333333333333
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),26,0.19494189315500796,0.3118415439817922,0.16666666666666666,0.0
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),28,0.19640316314036432,0.23520557624286298,0.0,0.0
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),30,0.6793596040320743,0.9738261830361379,0.6666666666666666,-0.16666666666666666
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),6,4.60829365020966,5.91933633444078,2.1666666666666665,1.5
Mags Uniform Yr13 Blouse SS Blue/Navy (MG015),8,10.076785547646505,12.95306326327637,3.6666666666666665,5.666666666666667
Mags Uniform Yr13 Polo White (MG013),2XL,7.421445924626095,9.896319073612482,5.166666666666667,1.5
Mags Uniform Yr13 Polo White (MG013),3XL,3.1367992148711696,4.585749993269534,1.0,2.5
Mags Uniform Yr13 Polo White (MG013),4XL,1.2232171196433492,2.13439622865073,0.5,0.8333333333333334
Mags Uniform Yr13 Polo White (MG013),5XL,0.8431773077613309,1.32244514387771,0.8333333333333334,0.5
Mags Uniform Yr13 Polo White (MG013),6XL,0.6949418931550081,1.2638216442809278,0.3333333333333333,0.5
Mags Uniform Yr13 Polo White (MG013),L,34.52819829056393,46.44591594995355,7.333333333333333,20.833333333333332
Mags Uniform Yr13 Polo White (MG013),M,40.198885307094585,53.13874125365555,5.166666666666667,22.166666666666668
Mags Uniform Yr13 Polo White (MG013),S,17.795920626603262,28.56514257212211,6.0,12.833333333333334
Mags Uniform Yr13 Polo White (MG013),XL,20.64329052590924,25.66999799875278,7.833333333333333,8.333333333333334
Mags Uniform Yr13 Polo White (MG013),XS,3.7014285116754007,5.844723885562275,0.5,2.8333333333333335
WHHS Bucket Hats,L/XL,6.673455066751025,11.05164828855061,3.5,3.0
WHHS Bucket Hats,M/L,4.658643007125408,7.1727660812084135,4.0,1.5
WHHS Caps,0,2.4881325169931725,3.9631427208168,1.6666666666666667,3.0
WHHS Contrast Jacket,12,0.17940020313531424,0.2757971196257229,0.3333333333333333,0.16666666666666666
WHHS Contrast Jacket,14,2.630517258904526,3.946205898608724,1.3333333333333333,2.3333333333333335
WHHS Contrast Jacket,16,6.855166830997486,10.223959207213822,2.5,5.5
WHHS Contrast Jacket,2XL,2.2417653582011727,3.299295164562744,1.3333333333333333,2.3333333333333335
