Category,Product,Code,Size,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25
Western Heights High,WHHS JNR Boys Shorts,SH 711 WHHS -96,96,11,6,,,1,,4,,1,,,,8,,,1,,,,1,,2,,,8,3,,,,1,,,,,1,,6,2,1,,1
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -100,100,,,,,1,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,1,,,,,
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -104,104,1,,,,1,,,,,,1,,1,1,,,,,,,,1,,,1,,1,1,-1,1,,,,,,,1,,,,
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -108,108,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -112,112,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -116,116,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -120,120,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -68,68,,,,,4,,,,,,,,,,1,,1,2,,1,,,,,2,1,2,,,1,,,1,,,1,2,,1,1,4
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -72,72,,1,,2,3,,2,1,1,,,,4,1,4,1,2,1,3,2,,,,,2,1,2,5,5,1,2,2,,,,,0,,1,,1
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -76,76,2,1,,,0,7,3,,,,,,2,2,1,,6,2,2,,,,,,5,2,2,4,4,3,,,3,,,,6,,,2,6
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -80,80,2,,,,10,1,3,1,,,,,3,1,2,1,4,4,1,,,,,,6,,2,1,4,2,0,1,1,2,,,1,1,,1,5
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -84,84,2,2,,,4,2,,1,,,,,3,1,2,,5,3,3,,,,,,,,,1,5,1,1,1,,,,,,,,1,2
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -88,88,1,1,,,,,,1,,,,,1,2,1,,1,1,2,1,,,,,2,1,,,1,1,1,,1,,,,1,0,,1,1
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -92,92,,,,,,,,,,,,,,1,,1,3,,,1,,,,,1,1,,,1,,0,0,,,,,1,,,0,
Western Heights High,WHHS JNR Boys Trousers,PT 11 WHHS -96,96,,,,,3,1,1,,1,,,,,,2,,,,,,,,,,3,,1,2,2,,2,1,1,,,,1,,1,1,1
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -102,102,2,1,,,1,,,,1,,,1,8,,1,,1,,1,,,,,,3,2,,,,,,,,,,,3,,,,1
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -107,107,3,1,,,,,,,,,,,2,,,,1,,,,,,,,3,1,,,,,,,,,,,1,,,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -112,112,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,1,,,,,,,,,,1,1,-1,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -117,117,,,,,,,,,,,,,1,2,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -122,122,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,1,-1,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -127,127,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -56,56,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -57,57,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -62,62,1,0,,,,,,,,,,,16,1,1,,1,,,,,0,,,14,1,1,,,,1,,,,,,4,1,-1,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -67,67,23,4,,,,1,1,2,,,1,,39,4,2,,1,,,,1,,2,,15,5,,,,2,2,,2,,1,5,23,0,1,,1
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -72,72,27,2,1,,1,2,,,,,,,37,8,5,,5,,4,,,3,2,1,23,5,1,1,1,,,,0,1,,4,21,3,1,2,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -77,77,25,1,,1,,1,,,1,,1,,21,7,,,1,,2,1,,1,2,2,22,6,3,1,1,1,,,,-1,,1,15,2,0,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -82,82,17,4,1,,,1,,,,1,1,,10,5,,,1,2,1,,,,,1,10,1,1,,,,,,1,,,,10,7,-1,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -87,87,10,1,2,,,1,1,,,,2,1,12,0,,,1,1,,1,1,1,,,7,2,,,,,1,,,,,1,,2,2,,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -92,92,8,4,,,1,,,,,,0,,9,2,1,,,1,,,,1,,,8,1,,,,1,,,,,2,1,4,1,-1,1,
Western Heights High,WHHS JNR Girls Shorts,DSH 002 WHHS -97,97,3,0,,,1,1,,,,,,,9,2,,,,,1,,,,,,5,,,,,2,,,,,0,2,9,0,,,
Western Heights High,WHHS Jnr Long Skirt,SK 196L WHHS-102cm,102cm,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Long Skirt,SK 196L WHHS-107cm,107cm,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Long Skirt,SK 196L WHHS-57cm,57cm,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Long Skirt,SK 196L WHHS-72cm,72cm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Long Skirt,SK 196L WHHS-77cm,77cm,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Long Skirt,SK 196L WHHS-87cm,87cm,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Long Skirt,SK 196L WHHS-97cm,97cm,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -102,102,3,,,,,,,,,,,1,,,,,,1,,,,,,,0,,,,0,,,,,,,,1,1,,,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -107,107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -112,112,2,,,,,,,,,,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,1,,,,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -117,117,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -122,122,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -57,57,2,-1,,,2,,,,,,,,6,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -62,62,8,6,,,,,,1,,,,,22,4,,,2,,2,1,,,,,12,2,,,,1,1,,1,,1,3,4,0,1,,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -67,67,8,3,,2,2,1,,1,2,,,,13,7,5,1,5,4,2,,,,,3,29,-2,1,1,1,,,1,,-1,,1,21,3,,1,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -72,72,7,4,,,1,,1,,,1,,,10,7,,1,2,,,3,1,1,,,20,5,1,2,1,1,,1,1,,4,,25,4,1,,1
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -77,77,11,2,1,,,1,,,1,1,,,3,3,1,,,2,3,1,1,,,,6,3,,2,1,,1,,,2,1,,20,3,,,1
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -82,82,1,2,,,2,,,,,,,,3,1,,,1,0,,,1,,,,3,,,,1,,,,,1,1,,8,-1,1,1,1
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -87,87,3,0,,,,1,1,,,1,,,4,,,1,,,,,,,,,4,,,,,,,,,,,,2,,-1,,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -92,92,1,2,,,,1,-1,,,,,,,2,,,,1,1,,,,,,6,,,,,,,,,,,,1,,1,1,
Western Heights High,WHHS Jnr Short Skirt,SK 195 WHHS -97,97,,,,,,1,1,,,,,,,,,,,,,,,1,,,5,,,,1,2,,,,,,,,1,,,
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -10XL,10XL,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -2XL,2XL,20,9,,,5,,,,1,,,2,15,2,4,,,3,,,,3,,,21,4,2,0,1,4,,,,,,1,10,1,,2,1
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -3XL,3XL,12,5,,,1,,,,,,,,8,6,,,,,,,,,,,6,1,,2,,3,,,,,,,8,,,,
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -4XL,4XL,3,1,,1,1,,,1,,,,,5,1,,,,1,,,,,,,4,,2,1,,,,,,,,,4,,,,2
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -5XL,5XL,6,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,2,,,,
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -6XL,6XL,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -7XL,7XL,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -L,L,34,10,1,1,5,1,,3,1,1,1,3,31,2,-1,,4,1,4,,,,,2,30,2,,1,,,1,2,1,,1,8,23,3,-1,2,1
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -M,M,63,8,,,4,2,1,1,1,1,1,1,52,14,4,5,6,6,,,,,,1,54,16,2,,2,2,,2,2,,8,3,70,6,0,4,
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -S,S,58,8,2,,1,3,,,2,1,,2,27,25,6,,8,7,6,1,,,,,39,4,6,7,3,,6,2,,1,2,1,47,8,3,2,7
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -XL,XL,20,15,2,,2,1,4,1,0,,,,28,4,,,,2,3,2,3,,,,26,1,,3,2,1,,1,,,1,1,14,2,2,1,
Western Heights High,WHHS Jnr Sky Polo,POLO 105J WHHS -XS,XS,34,7,1,1,1,,1,,,1,1,,46,9,5,1,2,,,,,,,,41,8,,3,,,1,-1,,1,2,5,38,1,3,,3
Western Heights High,WHHS Jnr Sky Polo,POLO 105KJ WHHS -10,10,8,,,,,,,,,,-1,,26,3,1,,,1,,,,4,4,2,22,2,,-1,2,2,2,1,2,,,,31,2,,,
Western Heights High,WHHS Jnr Sky Polo,POLO 105KJ WHHS -12,12,23,7,,3,,2,,1,,,1,,41,1,,,2,,4,5,1,4,,,40,9,,2,,2,,,1,2,4,5,47,3,1,4,2
Western Heights High,WHHS Jnr Sky Polo,POLO 105KJ WHHS -14,14,48,2,,,2,1,,,,,1,2,59,3,3,,4,1,1,,,,,,39,9,2,1,1,,,1,,1,8,9,42,3,1,,
Western Heights High,WHHS Jnr Sky Polo,POLO 105KJ WHHS -8,8,4,,,,2,,,,,,,,12,6,,,,,,,,,2,3,19,,1,,,,2,,,,,5,13,2,,,
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -2XL,2XL,12,9,,,,,,1,,,,,7,1,,,,1,,,,,,,9,2,1,,,,,,,,,,4,,,,
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -3XL,3XL,4,1,,,,,,,,,,,7,1,2,,,,-1,,,,,,2,1,1,,1,,,,,,,,2,,,,
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -4XL,4XL,2,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -5XL,5XL,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -6XL,6XL,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -8XL,8XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -L,L,26,13,,,2,1,,2,2,,,1,23,12,4,1,3,,2,2,2,2,,,31,7,,2,2,,,1,1,,1,3,22,2,1,7,1
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -M,M,50,7,,,5,1,,1,,2,1,1,32,20,11,2,11,5,1,,,1,,1,30,14,1,,,1,2,,,,4,2,45,7,,,3
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -S,S,39,5,1,1,,1,,,1,1,1,1,47,18,,,,,4,2,,2,,,48,6,2,7,2,,1,2,,,3,2,40,4,1,2,2
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -XL,XL,16,6,,,1,1,1,,,,,1,13,3,,,1,,,,,2,1,,19,2,1,,,,,1,1,,,1,8,1,1,1,
Western Heights High,WHHS PE Shirts,ITS 05 WHHS -XS,XS,22,6,,4,1,1,1,1,1,,,,48,2,,,,,3,1,,,2,4,31,7,1,0,2,2,1,,2,2,3,11,37,,,,
Western Heights High,WHHS PE Shirts,ITS 05K FB WHHS -10K,10K,1,1,,,1,,,,,,,,7,,,,,,,,,,,,3,2,,,,,1,,,,,,,1,,,
Western Heights High,WHHS PE Shirts,ITS 05K FB WHHS -12K,12K,5,-1,,,,,,,,,,,4,,,,,,,,1,,,1,11,1,,,1,,,,,,,,5,1,,,1
Western Heights High,WHHS PE Shirts,ITS 05K FB WHHS -14K,14K,15,1,,,3,,,1,,,1,1,14,2,2,1,,,,2,1,,1,1,16,1,2,1,,,,,,,1,2,15,5,,3,1
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -2XL,2XL,7,6,1,,2,1,,1,,,,,8,,2,,,,1,,,1,,,4,5,,,1,,,,,,,1,7,,,1,
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -3XL,3XL,5,3,,,,,,,,,,1,5,,,,,,,,,,1,,3,3,1,,,,,,,,,,4,,,,
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -4XL,4XL,8,3,,,,,,,,,,,2,,1,,,,1,,,,,,2,,1,,,,,,,,,,2,,,,
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -5XL,5XL,3,0,,,,,,,,,,,1,-1,,,,,,,,,,,1,,,,,,,,,,,,3,,,,
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -6XL,6XL,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -7XL,7XL,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -8XL,8XL,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -L,L,21,10,,,2,1,,1,1,,,,22,3,1,1,2,,,1,2,1,,,29,1,,,,,,,,,2,3,16,2,,2,
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -M,M,43,7,1,,4,1,,1,,2,,,24,13,5,2,5,2,3,1,,,,,38,12,2,1,2,1,,,1,,2,3,50,4,,3,2
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -S,S,53,6,,1,,,,2,,,1,2,38,23,5,,6,2,3,2,,3,,1,42,9,2,6,2,,3,1,,2,4,3,34,5,,2,2
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -XL,XL,18,8,,,1,,1,,,,,1,12,7,,,,1,,,,,1,,22,4,1,2,,1,,3,,,1,1,9,1,1,1,
Western Heights High,WHHS PE Shorts,SH 11A CL WHHS -XS,XS,36,6,,1,3,2,1,,,,,,55,8,5,-1,2,1,4,1,1,,2,4,43,5,,2,2,2,1,,2,,5,11,33,2,2,4,
Western Heights High,WHHS PE Shorts,SH 11AK CL WHHS -10K,10K,,,,,,,,,,,,,0,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,
Western Heights High,WHHS PE Shorts,SH 11AK CL WHHS -12K,12K,5,1,,,,,,,,,,,4,,,,,,,,,,,1,2,1,,,,,1,,,,,,1,1,,,
Western Heights High,WHHS PE Shorts,SH 11AK CL WHHS -14K,14K,5,5,,,1,,,,,,1,1,13,1,1,,,,,,,,1,1,17,1,1,0,,,,,,,,2,19,3,,,2
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -102,102,3,2,,,,,,,,,,,5,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -107,107,,2,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -127,127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -62,62,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,,,,,
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -67,67,9,,,,,,,,,,,1,,,,,,,,,,,1,,3,,,,,,,,,,,,6,,,,
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -72,72,19,8,,,,,,1,,,,,13,2,1,1,,,,,,,,0,14,4,1,,,,3,,,,1,,5,2,,,-1
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -77,77,11,1,,,,,,1,,,,,,1,,,,,,,,,,,6,2,,,,,,,2,1,,,5,,,,
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -82,82,14,2,,,,,,,,,,,4,3,,,,,,,,,,,6,0,1,1,,,,,,,,1,7,,,,
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -87,87,7,1,,,,,,,,,,,,2,,,,,,,,,,,5,1,,,,,,,,,,,1,,,,
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -92,92,2,,,,,,,,,,,,1,,,,,,,,,1,,,2,2,,,,,,,,,,2,0,1,,,
Western Heights High,WHHS Snr Girls Short,DSH 002S WHHS -97,97,7,1,,,,,,,,,,,3,,,,,,,,,,,,4,0,,1,,,,,,,,,5,,,,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -10,10,6,2,,1,5,2,,3,1,,,,7,2,1,1,3,1,2,,,1,1,,7,3,2,4,2,3,,,,,1,,8,1,,2,1
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -12,12,,2,1,1,1,1,1,,,,2,,10,2,2,,2,,2,3,,,,,4,1,1,,,1,1,,,,1,1,8,2,1,,2
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -14,14,1,,,,,,,1,,,,,4,4,1,,,,,,,,,,4,2,,,1,,1,,,,,,7,,1,1,1
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -16,16,5,,,,1,,,,,,,,1,,,,2,,,1,,,,,4,2,,1,,3,,,,,,,4,,2,,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -18,18,1,1,,,2,,,,,,,,1,3,,1,,,1,,,,,,,3,1,,1,2,,,,,,,2,,,,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -22,22,,1,,,,,,,,,,,2,-2,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -24,24,1,,,,,1,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -28,28,,,,,,1,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -30,30,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -6,6,,3,,,1,3,,1,,,,,7,1,,,1,1,,,,,,,2,1,1,,2,,,,,,,1,3,,,2,
Western Heights High,WHHS Snr L/S Blouse,US BL 417L WHHS -8,8,2,1,,,3,3,,5,,,,,9,5,,,2,,,,,,,,5,2,5,1,3,2,3,,,,,,8,3,,,3
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -12,12,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -14,14,,,,,,,,,,,1,,2,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -16,16,,2,,,1,,1,1,,,,,1,1,3,0,,,,,1,,,,2,,,,,,,,,,,,,1,,,1
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -2XL,2XL,1,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -3XL,3XL,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -4XL,4XL,4,-1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -5XL,5XL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -L,L,3,8,1,1,1,6,,1,,,,,8,3,2,1,,1,2,,,,,,1,,1,,,,,2,1,1,,,3,,1,1,2
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -M,M,9,13,3,1,,1,1,,1,,,,9,5,1,,3,,3,3,,,,,8,2,,1,,2,,,,1,,1,7,,,3,2
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -S,S,8,2,0,1,4,,,,,,,,5,1,1,,5,,1,2,,,,,3,1,,,,,4,,1,,,,6,,,1,
Western Heights High,WHHS Snr L/S Shirt,US ST 468L WHHS -XL,XL,2,-1,,,,,,,,,,,2,1,2,,,,,,,,,,3,2,,,,,,,,,,,,4,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -10,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -12,12,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -14,14,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -2XL,2XL,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -4XL,4XL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -6XL,6XL,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -8,8,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -L,L,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -M,M,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -S,S,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -XL,XL,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr Navy Polo,POLO 105S WHHS -XS,XS,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -10,10,41,22,,1,1,,2,1,,,,,58,11,4,,,3,4,2,,1,1,1,54,5,1,1,1,2,,2,,1,1,2,16,6,,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -12,12,47,22,,3,3,,,,,,2,,35,9,2,,,1,1,3,,1,,3,37,10,,2,,,,1,1,,,2,46,3,5,2,-2
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -14,14,28,13,2,-1,,,,1,,,,,20,6,1,,2,2,,,,,,,38,13,,,,,,,,,2,1,34,2,,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -16,16,17,9,,1,,,,,,,,,10,2,,,3,,2,,,,,,20,4,1,2,,,,3,,,,1,16,1,1,,1
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -18,18,18,9,,,,,,,,,,,9,6,,,1,,1,,,1,,,8,9,,,,3,,,,,,2,8,2,,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -20,20,3,4,,,,,,,,,,,7,-1,1,2,,,,,,,,,5,3,,,,,,1,,,,,9,0,1,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -22,22,2,1,,,,,,,,,,,8,-2,,,,,,1,,,,,6,,,,1,,,,,1,,,5,1,2,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -24,24,6,,1,,1,,,,,,,,5,2,,,,,,,,,,,0,1,,,,,,,,,,,3,,,,
Western Heights High,WHHS Snr S/S Blouse,US BL 416 WHHS -26,26,,1,,,,,,,,,,,2,0,,,,,,,,,,,2,1,,,,,,,,,,2,1,,1,,
